SKU,DAILY ROS,ANNUAL UNITS
002560062-017-U-S-006,0.01,3.65
002560062-017-U-S-007,0.0,0.0
002560062-018-U-S-004,0.01,3.65
002560062-018-U-S-005,0.0,0.0
002560062-018-U-S-006,0.0,0.0
002560062-018-U-S-007,0.0,0.0
01027841-012-CK-A-000,0.0,0.0
01027841-012-CK-A-001,0.0,0.0
01027841-012-CK-B-000,0.0,0.0
01027841-012-CK-B-001,0.01,3.65
01027841-012-CK-W-000,0.0,0.0
01027841-012-CK-W-001,0.01,3.65
01027841-012-FL-A-000,0.0,0.0
01027841-012-FL-A-001,0.0,0.0
01027841-012-FL-B-000,0.0,0.0
01027841-012-FL-B-001,0.01,3.65
01027841-012-FL-W-000,0.0,0.0
01027841-012-FL-W-001,0.0,0.0
01027841-012-KI-A-000,0.0,0.0
01027841-012-KI-A-001,0.01,3.65
01027841-012-KI-B-000,0.04,14.6
01027841-012-KI-B-001,0.03,10.95
01027841-012-KI-W-000,0.02,7.3
01027841-012-KI-W-001,0.05,18.25
01027841-012-QU-A-000,0.0,0.0
01027841-012-QU-A-001,0.02,7.3
01027841-012-QU-B-000,0.01,3.65
01027841-012-QU-B-001,0.01,3.65
01027841-012-QU-W-000,0.0,0.0
01027841-012-QU-W-001,0.06,21.9
01027841-012-TW-A-000,0.0,0.0
01027841-012-TW-A-001,0.0,0.0
01027841-012-TW-B-000,0.01,3.65
01027841-012-TW-B-001,0.0,0.0
01027841-012-TW-W-000,0.0,0.0
01027841-012-TW-W-001,0.0,0.0
01027841-013-U-A-000,0.2,73.0
01027841-013-U-A-001,0.12,43.8
01027841-013-U-B-000,0.05,18.25
01027841-013-U-B-001,0.03,10.95
01027841-013-U-W-000,0.19,69.35
01027841-013-U-W-001,0.13,47.45
01027841-014-CK-A-002,0.0,0.0
01027841-014-CK-B-002,0.0,0.0
01027841-014-CK-W-002,0.0,0.0
01027841-014-FL-A-002,0.0,0.0
01027841-014-FL-B-002,0.0,0.0
01027841-014-FL-W-002,0.0,0.0
01027841-014-KI-A-002,0.01,3.65
01027841-014-KI-B-002,0.0,0.0
01027841-014-KI-W-002,0.0,0.0
01027841-014-QU-A-002,0.0,0.0
01027841-014-QU-B-002,0.0,0.0
01027841-014-QU-W-002,0.0,0.0
01027841-014-TW-A-002,0.0,0.0
01027841-014-TW-B-002,0.0,0.0
01027841-014-TW-W-002,0.0,0.0
01027841-015-U-A-001,0.08,29.2
01027841-015-U-B-001,0.03,10.95
01027841-015-U-W-001,0.01,3.65
0118316-005-U-S-004,0.04,14.6
0118316-005-U-S-005,0.01,3.65
0118316-005-U-S-006,0.0,0.0
0118316-005-U-S-007,0.01,3.65
0118316-005-U-S-008,0.0,0.0
0118316-005-U-S-009,0.0,0.0
0118316-006-U-S-004,0.05,18.25
0118316-006-U-S-005,0.0,0.0
0118316-006-U-S-006,0.01,3.65
0118316-006-U-S-007,0.0,0.0
0118316-007-U-W-004,0.0,0.0
0118316-007-U-W-005,0.0,0.0
0118316-007-U-W-006,0.0,0.0
0118316-007-U-W-007,0.01,3.65
0118316-008-U-W-004,0.0,0.0
0118316-008-U-W-005,0.0,0.0
0118316-008-U-W-006,0.0,0.0
0118316-008-U-W-007,0.01,3.65
0118316-009-U-W-004,0.0,0.0
0118316-009-U-W-005,0.0,0.0
0118316-009-U-W-006,0.0,0.0
0118316-009-U-W-007,0.0,0.0
0118316-010-U-W-004,0.03,10.95
0118316-010-U-W-004-C,0.0,0.0
0118316-010-U-W-005,0.01,3.65
0118316-010-U-W-005-C,0.0,0.0
0118316-010-U-W-006,0.01,3.65
0118316-010-U-W-006-C,0.0,0.0
0118316-010-U-W-007,0.0,0.0
0118316-010-U-W-007-C,0.0,0.0
0118316-010-U-W-008,0.01,3.65
0118316-010-U-W-009,0.01,3.65
0118316-011-LG-S-004,0.03,10.95
0118316-011-LG-S-005,0.02,7.3
0118316-011-LG-S-006,0.03,10.95
0118316-011-LG-S-007,0.01,3.65
0118316-011-LG-S-008,0.01,3.65
0118316-011-MD-S-004,0.04,14.6
0118316-011-MD-S-005,0.01,3.65
0118316-011-MD-S-006,0.04,14.6
0118316-011-MD-S-007,0.02,7.3
0118316-011-MD-S-008,0.01,3.65
0118316-011-SM-S-004,0.16,58.4
0118316-011-SM-S-005,0.05,18.25
0118316-011-SM-S-006,0.06,21.9
0118316-011-SM-S-007,0.01,3.65
0118316-011-SM-S-008,1.14,416.09999999999997
0118316-014-U-M-003,0.0,0.0
0118316-014-U-M-004,0.01,3.65
0118316-014-U-M-005,0.0,0.0
0118316-014-U-M-006,0.01,3.65
0118316-014-U-M-007,0.01,3.65
0118316-014-U-W-003,0.0,0.0
0118316-014-U-W-004,0.01,3.65
0118316-014-U-W-005,0.0,0.0
0118316-014-U-W-006,0.01,3.65
0118316-014-U-W-007,0.0,0.0
0118316-015-U-M-004,0.0,0.0
0118316-015-U-M-005,0.0,0.0
0118316-015-U-M-006,0.0,0.0
0118316-015-U-M-007,0.01,3.65
0118316-015-U-W-004,0.02,7.3
0118316-015-U-W-005,0.0,0.0
0118316-015-U-W-006,0.0,0.0
0118316-015-U-W-007,0.0,0.0
156_SOLQUILT_OLIVE,0.05,18.25
3230024,1.0,365.0
3230025,1.0,365.0
A65000-01,0.0,0.0
A65000-02,0.0,0.0
A65000-03,0.0,0.0
A65000-04,0.0,0.0
A65000-05,0.01,3.65
A65000-06,0.01,3.65
A65000-09,0.03,10.95
A65000-10,0.0,0.0
A65000-11,0.0,0.0
A65000-12,0.0,0.0
A65000-13,0.01,3.65
A65000-14,0.01,3.65
A65000-15,0.0,0.0
A65000-16,0.02,7.3
A65000-19,0.02,7.3
A65000-20,0.0,0.0
A65001-01,0.0,0.0
A65002-01,0.0,0.0
A65003-01,0.0,0.0
A65004-01,0.0,0.0
A65005-01,0.0,0.0
A65006-01,0.0,0.0
A65007-01,0.0,0.0
A65008-01,0.02,7.3
A65009-01,0.0,0.0
A65010-01,0.0,0.0
A65011-01,0.0,0.0
A65012-01,0.0,0.0
A65013-01,0.0,0.0
A65014-01,0.0,0.0
A65015-01,0.01,3.65
A65016-01,0.0,0.0
A65017-01,0.0,0.0
A65018-01,0.0,0.0
A65019-01,0.03,10.95
A65020-01,0.02,7.3
A65021-01,0.0,0.0
A65022-01,0.0,0.0
A65029-01,0.0,0.0
A65030-01,0.0,0.0
A65031-01,0.0,0.0
A65033-01,0.0,0.0
A65034-01,0.0,0.0
A65035-01,0.0,0.0
A65036-01,0.01,3.65
A65037-01,0.0,0.0
A65038-01,0.0,0.0
A65039-01,0.0,0.0
A65040-01,0.0,0.0
A65041-01,0.01,3.65
A65043-01,0.0,0.0
A65044-01,0.0,0.0
A65045-01,0.01,3.65
A65046-01,0.0,0.0
A65047-01,0.0,0.0
A65048-01,0.0,0.0
A65054-01,0.0,0.0
A65055-01,0.0,0.0
A65056-01,0.0,0.0
A65057-01,0.0,0.0
A65058-01,0.0,0.0
A65059-01,0.0,0.0
A65060-01,0.0,0.0
A65061-01,0.0,0.0
A65062-01,0.0,0.0
A65063-01,0.0,0.0
A65064-01,0.0,0.0
A65065-01,0.0,0.0
A65066-01,0.0,0.0
A65067-01,0.0,0.0
A65068-01,0.02,7.3
A65069-01,0.02,7.3
A65070-01,0.0,0.0
A65071-01,0.0,0.0
A65072-01,0.0,0.0
A65073-01,0.0,0.0
A65074-01,0.0,0.0
A65075-01,0.01,3.65
A65076-01,0.0,0.0
A65077-01,0.0,0.0
A65078-01,0.01,3.65
A65079-01,0.04,14.6
A65080-01,0.0,0.0
A65083-01,0.0,0.0
A65084-01,0.0,0.0
A65086-01,0.0,0.0
A65087-01,0.0,0.0
A65088-01,0.0,0.0
A65089-01,0.0,0.0
A65090-01,0.0,0.0
A65091-01,0.0,0.0
A65092-01,0.0,0.0
A65093-01,0.01,3.65
A65094-01,0.0,0.0
A65095-01,0.0,0.0
A65096-01,0.0,0.0
A65097-01,0.01,3.65
A65098-01,0.0,0.0
A65099-01,0.01,3.65
A65100-01,0.0,0.0
A65101-01,0.0,0.0
A65102-01,0.0,0.0
A65103-01,0.0,0.0
A65104-01,0.0,0.0
B100001-01,0.85,310.25
B100001-02,0.69,251.85
B100002-01,0.0,0.0
B100002-02,0.0,0.0
B100003-01,0.0,0.0
B100003-02,0.0,0.0
B100003-03,0.0,0.0
B100004-01,0.0,0.0
B100005-01,0.0,0.0
B100005-02,0.0,0.0
B100006-01,0.0,0.0
B100006-02,0.0,0.0
B10003-01,0.0,0.0
B10004-01,0.0,0.0
B10007-01,0.0,0.0
B10007-02,0.0,0.0
B112001-01,0.0,0.0
B112001-02,0.0,0.0
B112002-01,0.0,0.0
B112002-02,0.0,0.0
B112003-01,0.0,0.0
B112003-02,0.0,0.0
B112004-01,0.0,0.0
B112004-02,0.0,0.0
B116001-01,0.28,102.2
B116001-02,0.29,105.85
B116001-03,0.08,29.2
B117001-01,0.39,142.35
B117001-02,0.42,153.29999999999998
B117001-03,0.0,0.0
B117001-04,0.67,244.55
B117001-05,0.5,182.5
B117001-06,0.53,193.45000000000002
B117001-07,0.65,237.25
B117001-08,0.69,251.85
B117001-09,0.61,222.65
B117001-10,0.62,226.3
B117001-16,1.07,390.55
B117001-17,0.0,0.0
B117001-18,0.38,138.7
B117001-19,0.6,219.0
B117001-20,0.0,0.0
B117001-21,0.0,0.0
B117001-22,0.0,0.0
B117001-23,0.0,0.0
B117001-24,0.0,0.0
B117001-26,1.02,372.3
B117001-27,0.88,321.2
B117001-28,0.0,0.0
B117001-29,0.73,266.45
B117001-30,0.62,226.3
B117001-31,0.39,142.35
B117001-32,0.47,171.54999999999998
B117001-33,0.33,120.45
B117001-34,0.34,124.10000000000001
B117001-35,0.52,189.8
B117001-36,0.45,164.25
B117001-37,0.27,98.55000000000001
B117001-38,0.28,102.2
B117001-39,0.24,87.6
B117001-40,0.0,0.0
B117001-41,0.15,54.75
B117001-42,0.0,0.0
B117001-43,0.0,0.0
B117001-44,0.0,0.0
B117001-45,0.0,0.0
B117001-46,0.0,0.0
B117001-47,0.0,0.0
B117001-48,0.0,0.0
B117001-49,0.0,0.0
B117001-50,0.0,0.0
B117001-51,0.0,0.0
B117001-52,0.0,0.0
B117001-53,0.0,0.0
B120001-01,0.39,142.35
B120001-02,0.64,233.6
B120002-01,0.23,83.95
B120002-02,0.31,113.15
B120003-01,0.31,113.15
B120003-02,0.45,164.25
B120004-01,0.46,167.9
B120004-02,0.75,273.75
B120005-01,0.4,146.0
B120005-02,0.48,175.2
B120006-01,0.31,113.15
B120006-02,0.54,197.10000000000002
B120007-01,0.74,270.1
B120007-02,0.79,288.35
B120008-01,0.39,142.35
B120008-02,0.36,131.4
B120009-01,0.21,76.64999999999999
B120009-02,0.28,102.2
B120010-01,0.0,0.0
B120010-02,0.0,0.0
B121001-01,0.05,18.25
B121001-02,0.04,14.6
B121001-03,0.05,18.25
B121001-04,0.05,18.25
B121001-05,0.04,14.6
B121001-06,0.0,0.0
B121001-06-K,0.0,0.0
B121001-07,0.0,0.0
B121001-07-K,0.0,0.0
B121002-01,0.43,156.95
B121002-02,0.0,0.0
B121002-03,0.38,138.7
B121002-04,0.0,0.0
B121002-05,0.0,0.0
B121002-06,0.0,0.0
B121002-06-K,0.0,0.0
B121002-07,0.0,0.0
B121002-07-K,0.0,0.0
B121003-01,0.62,226.3
B121003-02,0.0,0.0
B121003-03,0.0,0.0
B121003-04,0.0,0.0
B121003-05,0.0,0.0
B121003-06,0.0,0.0
B121003-06-K,0.0,0.0
B121003-07,0.0,0.0
B121003-07-K,0.0,0.0
B121004-01,0.01,3.65
B121004-02,0.02,7.3
B121004-03,0.01,3.65
B121004-04,0.02,7.3
B121004-05,0.01,3.65
B121004-06,0.0,0.0
B121004-07,0.0,0.0
B121005-01,1.0,365.0
B121005-02,0.0,0.0
B121005-03,0.0,0.0
B121005-04,0.25,91.25
B121005-05,0.06,21.9
B121005-06,0.0,0.0
B121005-07,0.0,0.0
B121006-01,0.0,0.0
B121006-02,0.0,0.0
B121006-03,0.0,0.0
B121006-04,0.0,0.0
B121006-05,0.06,21.9
B121006-06,0.0,0.0
B121006-07,0.0,0.0
B121007-01,1.0,365.0
B121007-02,0.0,0.0
B121007-03,1.0,365.0
B121007-04,1.0,365.0
B121007-05,0.09,32.85
B121007-06,0.0,0.0
B121007-07,0.0,0.0
B121008-01,0.17,62.050000000000004
B121008-02,0.0,0.0
B121008-03,0.0,0.0
B121008-04,0.0,0.0
B121008-05,0.0,0.0
B121008-06,0.0,0.0
B121008-07,0.0,0.0
B121009-01,0.0,0.0
B121009-02,0.0,0.0
B121009-03,0.03,10.95
B121009-04,0.0,0.0
B121009-05,0.05,18.25
B121009-06,0.0,0.0
B121009-07,0.0,0.0
B121010-01,0.02,7.3
B121010-02,0.07,25.55
B121010-03,0.03,10.95
B121010-04,0.0,0.0
B121010-05,0.01,3.65
B121010-06,0.0,0.0
B121010-07,0.0,0.0
B121011-01,0.03,10.95
B121011-02,0.07,25.55
B121011-03,0.01,3.65
B121011-04,0.0,0.0
B121011-05,0.01,3.65
B121011-06,0.0,0.0
B121011-06-Q2,0.0,0.0
B121011-06-Q3,0.0,0.0
B121011-07,0.0,0.0
B121011-07-Q2,0.0,0.0
B121011-07-Q3,0.0,0.0
B121012-01,0.25,91.25
B121012-02,0.0,0.0
B121012-03,0.0,0.0
B121012-04,0.0,0.0
B121012-05,0.12,43.8
B121012-06,0.0,0.0
B121012-07,0.0,0.0
B121013-01,0.17,62.050000000000004
B121013-02,0.0,0.0
B121013-03,0.01,3.65
B121013-04,0.08,29.2
B121013-05,0.03,10.95
B121013-06,0.0,0.0
B121013-07,0.0,0.0
B121014-01,0.16,58.4
B121014-02,0.13,47.45
B121014-03,0.22,80.3
B121014-04,0.18,65.7
B121014-05,0.15,54.75
B121014-06,0.0,0.0
B121014-07,0.0,0.0
B121015-01,0.13,47.45
B121015-02,0.19,69.35
B121015-03,0.19,69.35
B121015-04,0.19,69.35
B121015-05,0.21,76.64999999999999
B121016-01,0.22,80.3
B121016-02,0.18,65.7
B121016-03,0.28,102.2
B121016-04,0.23,83.95
B121016-05,0.25,91.25
B121017-01,0.1,36.5
B121017-02,0.11,40.15
B121017-03,0.2,73.0
B121017-04,0.14,51.1
B121017-05,0.18,65.7
B121018-01,0.12,43.8
B121018-02,0.09,32.85
B121018-03,0.28,102.2
B121018-04,0.14,51.1
B121018-05,0.23,83.95
B121019-01,0.08,29.2
B121019-02,0.05,18.25
B121019-03,0.13,47.45
B121019-04,0.07,25.55
B121019-05,0.16,58.4
B121020-01,0.05,18.25
B121020-02,0.05,18.25
B121020-03,0.15,54.75
B121020-04,0.07,25.55
B121020-05,0.16,58.4
B121021-01,0.16,58.4
B121021-02,0.18,65.7
B121021-03,0.23,83.95
B121021-04,0.15,54.75
B121021-05,0.2,73.0
B121021-06,0.0,0.0
B121022-01,0.15,54.75
B121022-02,1.0,365.0
B121022-03,0.0,0.0
B121022-04,0.0,0.0
B121022-05,0.0,0.0
B121022-06,0.0,0.0
B121023-01,0.0,0.0
B121023-02,0.0,0.0
B121023-03,0.0,0.0
B121023-04,0.0,0.0
B121023-05,0.0,0.0
B121023-06,0.0,0.0
B121024-01,0.16,58.4
B121024-02,0.17,62.050000000000004
B121024-03,0.2,73.0
B121024-04,0.15,54.75
B121024-05,0.14,51.1
B121024-06,0.0,0.0
B121024-07,0.11,40.15
B121024-08,0.1,36.5
B121025-01,0.28,102.2
B121025-02,0.23,83.95
B121025-03,0.4,146.0
B121025-04,0.44,160.6
B121025-05,0.42,153.29999999999998
B121025-06,0.29,105.85
B121026-01,0.0,0.0
B121026-02,0.0,0.0
B121026-03,0.0,0.0
B121026-04,0.0,0.0
B121026-05,0.0,0.0
B121026-06,0.0,0.0
B121026-08,0.21,76.64999999999999
B121026-09,0.26,94.9
B121026-10,0.14,51.1
B121026-11,0.17,62.050000000000004
B121026-12,0.14,51.1
B121026-13,0.1,36.5
B121026-14,0.33,120.45
B121027-01,0.27,98.55000000000001
B121027-02,0.35,127.74999999999999
B121027-03,0.16,58.4
B121027-04,0.18,65.7
B121027-05,0.19,69.35
B121027-06,0.2,73.0
B121027-07,0.39,142.35
B121028-01,0.17,62.050000000000004
B121028-02,0.26,94.9
B125001-01,0.0,0.0
B125002-01,0.53,193.45000000000002
B125003-01,0.33,120.45
B125003-02,0.25,91.25
B125004-01,0.24,87.6
B125004-02,0.17,62.050000000000004
B131001-01,0.19,69.35
B131001-02,0.21,76.64999999999999
B131001-03,0.08,29.2
B131002-01,0.18,65.7
B131002-02,0.15,54.75
B131002-03,0.16,58.4
B132001-01,0.31,113.15
B132001-02,0.58,211.7
B132001-03,0.41,149.64999999999998
B132001-04,0.26,94.9
B132002-01,0.26,94.9
B132002-02,0.41,149.64999999999998
B132002-03,0.24,87.6
B132002-04,0.18,65.7
B132003-01,0.16,58.4
B132003-02,0.24,87.6
B132003-03,0.28,102.2
B132003-04,0.14,51.1
B132004-01,0.0,0.0
B132004-02,0.0,0.0
B13401-01,0.2,73.0
B13401-02,0.24,87.6
B13402-01,0.16,58.4
B13402-02,0.13,47.45
B144001-01,0.0,0.0
B144001-02,0.0,0.0
B144002-01,0.0,0.0
B144002-02,0.0,0.0
B144003-01,0.22,80.3
B144003-02,0.32,116.8
B144003-03,0.14,51.1
B144003-04,0.2,73.0
B144004-01,0.35,127.74999999999999
B144004-02,0.39,142.35
B144004-03,0.28,102.2
B144004-04,0.23,83.95
B145001-01,1.62,591.3000000000001
B145001-02,1.2,438.0
B145002-01,1.08,394.20000000000005
B145002-02,1.09,397.85
B145003-01,0.0,0.0
B145003-02,0.0,0.0
B145004-01,0.0,0.0
B145004-02,0.0,0.0
B149001-01,0.0,0.0
B149002-01,0.0,0.0
B149003-01,0.0,0.0
B15201-01,0.02,7.3
B15201-02,0.0,0.0
B15201-03,0.02,7.3
B15201-04,0.01,3.65
B15201-05,0.04,14.6
B15201-06,0.01,3.65
B15201-07,0.01,3.65
B15201-08,0.01,3.65
B15201-09,0.0,0.0
B15201-10,0.0,0.0
B15202-01,0.16,58.4
B15202-02,0.14,51.1
B15202-03,0.15,54.75
B15202-04,0.1,36.5
B15202-05,0.18,65.7
B15202-06,0.19,69.35
B15202-07,0.19,69.35
B15202-08,0.22,80.3
B15202-09,0.0,0.0
B15202-10,0.0,0.0
B15203-01,0.17,62.050000000000004
B15203-02,0.12,43.8
B15203-03,0.06,21.9
B15203-04,0.06,21.9
B15203-05,0.12,43.8
B15203-06,0.06,21.9
B15203-07,0.09,32.85
B15203-08,0.14,51.1
B15203-09,0.0,0.0
B15203-10,0.0,0.0
B15204-01,1.13,412.45
B15204-02,0.99,361.35
B15204-03,0.76,277.4
B15204-04,0.77,281.05
B15204-05,1.01,368.65
B15204-06,0.96,350.4
B15204-07,2.21,806.65
B15204-08,1.5,547.5
B15204-09,0.0,0.0
B15204-10,0.0,0.0
B15205-01,0.15,54.75
B15205-02,0.11,40.15
B15205-03,0.04,14.6
B15205-04,0.07,25.55
B15205-05,0.11,40.15
B15205-06,0.05,18.25
B15205-07,0.09,32.85
B15205-08,0.08,29.2
B15205-09,0.0,0.0
B15205-10,0.0,0.0
B15206-01,1.26,459.9
B15206-02,0.91,332.15000000000003
B15206-03,0.49,178.85
B15206-04,0.65,237.25
B15206-05,1.11,405.15000000000003
B15206-06,0.82,299.29999999999995
B15206-07,2.0,730.0
B15206-08,1.42,518.3
B15206-09,0.0,0.0
B15206-10,0.0,0.0
B15207-01,0.49,178.85
B15207-02,0.45,164.25
B15207-03,0.28,102.2
B15207-04,0.24,87.6
B15207-05,0.41,149.64999999999998
B15207-06,0.24,87.6
B15207-07,0.27,98.55000000000001
B15207-08,0.56,204.4
B15207-09,0.0,0.0
B15207-10,0.0,0.0
B15208-01,0.27,98.55000000000001
B15208-02,0.26,94.9
B15208-03,0.1,36.5
B15208-04,0.14,51.1
B15208-05,0.23,83.95
B15208-06,0.14,51.1
B15208-07,0.21,76.64999999999999
B15208-08,0.4,146.0
B15208-09,0.0,0.0
B15208-10,0.0,0.0
B15209-01,0.27,98.55000000000001
B15209-02,0.28,102.2
B15209-03,0.27,98.55000000000001
B15209-04,0.24,87.6
B15209-05,0.43,156.95
B15209-06,0.2,73.0
B15209-07,0.26,94.9
B15209-08,0.38,138.7
B15209-09,0.0,0.0
B15209-10,0.0,0.0
B15210-01,0.29,105.85
B15210-02,0.38,138.7
B15210-03,0.11,40.15
B15210-04,0.32,116.8
B15210-05,0.48,175.2
B15210-06,0.15,54.75
B15210-07,0.22,80.3
B15210-08,0.27,98.55000000000001
B15210-09,0.0,0.0
B15210-10,0.0,0.0
B15211-01,0.16,58.4
B15211-02,0.19,69.35
B15211-03,0.2,73.0
B15211-04,0.12,43.8
B15211-05,0.21,76.64999999999999
B15211-06,0.13,47.45
B15211-07,0.19,69.35
B15211-08,0.23,83.95
B15211-09,0.0,0.0
B15211-10,0.0,0.0
B15212-01,0.19,69.35
B15212-02,0.24,87.6
B15212-03,0.08,29.2
B15212-04,0.17,62.050000000000004
B15212-05,0.27,98.55000000000001
B15212-06,0.07,25.55
B15212-07,0.31,113.15
B15212-08,0.21,76.64999999999999
B15212-09,0.0,0.0
B15212-10,0.0,0.0
B15213-01,0.1,36.5
B15213-02,0.09,32.85
B15213-03,0.07,25.55
B15213-04,0.09,32.85
B15213-05,0.1,36.5
B15213-06,0.05,18.25
B15213-07,0.23,83.95
B15213-08,0.04,14.6
B15213-09,0.0,0.0
B15213-09-Q2,0.0,0.0
B15213-09-Q3,0.0,0.0
B15213-10,0.0,0.0
B15213-10-Q2,0.0,0.0
B15213-10-Q3,0.0,0.0
B15214-01,0.03,10.95
B15214-02,0.01,3.65
B15214-03,0.0,0.0
B15214-04,0.02,7.3
B15214-05,0.02,7.3
B15214-06,0.01,3.65
B15214-07,0.02,7.3
B15214-08,0.0,0.0
B15214-09,0.0,0.0
B15214-10,0.0,0.0
B15215-01,0.27,98.55000000000001
B15215-02,0.15,54.75
B15215-03,0.1,36.5
B15215-04,0.07,25.55
B15215-05,0.16,58.4
B15215-06,0.15,54.75
B15215-07,0.33,120.45
B15215-08,0.38,138.7
B15215-09,0.0,0.0
B15215-10,0.0,0.0
B15216-01,0.58,211.7
B15216-02,0.77,281.05
B15216-03,0.12,43.8
B15217-01,0.0,0.0
B15217-02,0.0,0.0
B15217-03,0.0,0.0
B15218-01,0.39,142.35
B15218-02,0.51,186.15
B15218-03,0.1,36.5
B15219-01,0.59,215.35
B15219-02,0.7,255.49999999999997
B15219-03,0.05,18.25
B15220-02,0.42,153.29999999999998
B15220-04,0.49,178.85
B15220-05,0.75,273.75
B15220-06,0.0,0.0
B15221-02,0.26,94.9
B15221-04,0.4,146.0
B15221-05,1.0,365.0
B15221-06,0.0,0.0
B15222-02,0.14,51.1
B15222-04,0.19,69.35
B15222-05,0.42,153.29999999999998
B15222-06,0.0,0.0
B15223-02,0.12,43.8
B15223-04,0.17,62.050000000000004
B15223-05,0.26,94.9
B15223-06,0.0,0.0
B15224-02,0.13,47.45
B15224-04,0.43,156.95
B15224-05,0.43,156.95
B15224-06,0.0,0.0
B60002-01,0.0,0.0
B60002-02,0.0,0.0
B60006-01,0.27,98.55000000000001
B60008-01,0.59,215.35
B60009-01,0.29,105.85
B60009-02,0.25,91.25
B66001-01,0.95,346.75
B66001-02,0.95,346.75
B66001-03,0.49,178.85
B66002-01,1.54,562.1
B66002-02,0.84,306.59999999999997
B66004-01,0.77,281.05
B66004-02,1.02,372.3
B66005-01,1.1,401.50000000000006
B66005-02,1.05,383.25
B66006-01,0.8,292.0
B66007-01,0.0,0.0
B66007-02,0.0,0.0
B66007-03,0.0,0.0
B66008-01,0.0,0.0
B66008-02,0.0,0.0
B66008-02-K,0.0,0.0
B66008-03,0.0,0.0
B66009-01,1.06,386.90000000000003
B66009-02,1.18,430.7
B66009-03,0.61,222.65
B66010-01-NY,0.0,0.0
B80002-01,0.0,0.0
B80002-01-K,0.0,0.0
B80002-01-Q2,0.0,0.0
B80003-01,0.0,0.0
B80004-01,0.0,0.0
B80004-01-K,0.0,0.0
B83001-01,0.0,0.0
B83001-01-B,0.0,0.0
B83001-01-K,0.0,0.0
B83001-02,0.0,0.0
B83001-02-B,0.0,0.0
B83001-03,0.49,178.85
B83001-04,0.15,54.75
B83001-05,0.14,51.1
B83001-06,0.09,32.85
B83001-07,0.1,36.5
B83002-01,0.0,0.0
B83002-01-K,0.0,0.0
B83002-02,0.0,0.0
B84001-01,0.68,248.20000000000002
B84001-02,0.72,262.8
B84002-01,0.98,357.7
B84002-02,0.73,266.45
B84003-01,0.26,94.9
B84003-02,0.34,124.10000000000001
B84004-01,0.1,36.5
B84004-02,1.17,427.04999999999995
B84004-03,0.79,288.35
B84046-01,0.0,0.0
B84046-02,0.0,0.0
B86001-01,0.09,32.85
B86001-02,0.07,25.55
B86001-02-K,0.0,0.0
B86001-03,0.0,0.0
B86001-04,0.07,25.55
B86001-04-K,0.0,0.0
B86001-05,0.09,32.85
B86001-06,0.06,21.9
B86001-07,0.06,21.9
B86001-07-K,0.0,0.0
B86001-08,0.08,29.2
B86001-09,0.05,18.25
B86001-09-K,0.0,0.0
B86001-10,0.05,18.25
B86001-10-K,0.0,0.0
B86001-16,0.12,43.8
B86001-17,0.0,0.0
B86001-18,0.06,21.9
B86001-19,0.06,21.9
B86001-20,0.0,0.0
B86001-21,0.0,0.0
B86001-22,0.02,7.3
B86001-26,0.08,29.2
B86001-27,0.11,40.15
B86001-28,0.0,0.0
B86001-29,0.08,29.2
B86001-30,0.07,25.55
B86001-31,0.05,18.25
B86001-32,0.05,18.25
B86001-33,0.05,18.25
B86001-34,0.0,0.0
B86001-35,0.0,0.0
B86001-36,0.0,0.0
B86001-37,0.0,0.0
B86002-01,0.81,295.65000000000003
B86002-01-B,0.0,0.0
B86002-02,0.34,124.10000000000001
B86002-02-K,0.0,0.0
B86002-03,0.0,0.0
B86002-03-B,0.0,0.0
B86002-04,0.38,138.7
B86002-04-K,0.0,0.0
B86002-05,0.62,226.3
B86002-05-B,0.0,0.0
B86002-06,0.4,146.0
B86002-07,0.48,175.2
B86002-07-K,0.0,0.0
B86002-08,0.63,229.95
B86002-09,0.42,153.29999999999998
B86002-09-K,0.0,0.0
B86002-10,0.42,153.29999999999998
B86002-10-K,0.0,0.0
B86002-16,1.34,489.1
B86002-17,0.0,0.0
B86002-18,0.29,105.85
B86002-19,0.36,131.4
B86002-20,0.0,0.0
B86002-21,0.0,0.0
B86002-22,0.0,0.0
B86002-26,0.72,262.8
B86002-27,0.83,302.95
B86002-28,0.0,0.0
B86002-29,0.58,211.7
B86002-30,0.37,135.05
B86002-31,0.44,160.6
B86002-32,0.51,186.15
B86002-33,0.22,80.3
B86002-34,0.0,0.0
B86002-35,0.0,0.0
B86002-36,0.0,0.0
B86002-37,0.0,0.0
B86003-01,0.93,339.45000000000005
B86003-02,0.24,87.6
B86003-02-K,0.0,0.0
B86003-03,0.0,0.0
B86003-04,0.35,127.74999999999999
B86003-04-K,0.0,0.0
B86003-05,0.62,226.3
B86003-06,0.32,116.8
B86003-07,0.56,204.4
B86003-07-K,0.0,0.0
B86003-08,0.86,313.9
B86003-09,0.41,149.64999999999998
B86003-09-K,0.0,0.0
B86003-10,0.31,113.15
B86003-10-K,0.0,0.0
B86003-16,1.19,434.34999999999997
B86003-17,0.38,138.7
B86003-18,0.16,58.4
B86003-19,0.44,160.6
B86003-20,0.0,0.0
B86003-21,0.0,0.0
B86003-22,0.0,0.0
B86003-26,0.62,226.3
B86003-27,1.03,375.95
B86003-28,0.0,0.0
B86003-29,0.42,153.29999999999998
B86003-30,0.42,153.29999999999998
B86003-31,0.48,175.2
B86003-32,0.53,193.45000000000002
