SKU,MONTH,UNIT DEMAND,UNIT SALES
R121002-07,11/1/2025,1,0
B13401-02,11/1/2025,0,0
B13402-02,11/1/2025,1,0
P20001-42,11/1/2025,1,0
P81015-01-C,11/1/2025,0,0
P81014-01-C,11/1/2025,0,0
R120006-05,11/1/2025,2,0
R120016-06,11/1/2025,1,0
R120016-04,11/1/2025,0,0
R120016-07,11/1/2025,0,0
R88030-03,11/1/2025,1,0
R88030-01,11/1/2025,0,0
R88029-05,11/1/2025,0,0
R88029-04,11/1/2025,1,0
R88030-02,11/1/2025,1,0
C83003-01,11/1/2025,0,0
R93033-05,11/1/2025,0,0
R93033-07,11/1/2025,0,0
R93033-08,11/1/2025,0,0
R93034-05,11/1/2025,1,0
R93034-08,11/1/2025,1,0
R93034-07,11/1/2025,1,0
R93035-08,11/1/2025,1,0
R93035-06,11/1/2025,2,0
B83002-01,11/1/2025,0,0
D83002-01,11/1/2025,0,0
R120017-08,11/1/2025,0,0
R120017-06,11/1/2025,0,0
R120017-07,11/1/2025,0,0
R120017-05,11/1/2025,0,0
R120017-04,11/1/2025,0,0
P84061-01-C,11/1/2025,0,0
R120010-03,11/1/2025,0,0
R120010-05,11/1/2025,0,0
R120010-04,11/1/2025,0,0
P68007-01-C,11/1/2025,0,0
R120032-06,11/1/2025,0,0
R120032-07,11/1/2025,0,0
R120032-08,11/1/2025,0,0
R120032-05,11/1/2025,0,0
D62022-01,11/1/2025,12,0
R88003-02,11/1/2025,0,0
R88003-04,11/1/2025,0,0
R88003-07,11/1/2025,0,0
R88003-01,11/1/2025,0,0
R88003-03,11/1/2025,0,0
R61010-05,11/1/2025,1,0
R61010-02,11/1/2025,0,0
R61010-04,11/1/2025,1,0
R61010-03,11/1/2025,1,0
C79002-02,11/1/2025,0,0
T12001-01,11/1/2025,8,0
T58039-01,11/1/2025,23,0
T58038-01,11/1/2025,42,0
R54029-03,11/1/2025,0,0
R54029-02,11/1/2025,0,0
R54009-02,11/1/2025,0,0
R54008-02,11/1/2025,1,0
R54008-01,11/1/2025,1,0
R54009-01,11/1/2025,0,0
R54009-03,11/1/2025,2,0
P56017-01-C,11/1/2025,12,0
P56051-01-C,11/1/2025,0,0
D10026-01,11/1/2025,0,0
D10026-02,11/1/2025,0,0
D10026-03,11/1/2025,0,0
R93028-05,11/1/2025,0,0
D115007-01,11/1/2025,0,0
R120047-08,11/1/2025,1,0
R120047-05,11/1/2025,1,0
R120047-03,11/1/2025,0,0
R120047-02,11/1/2025,0,0
P141011-01-C,11/1/2025,0,0
R171017-08,11/1/2025,2,0
R171017-03,11/1/2025,2,0
P56040-02-C,11/1/2025,0,0
P56044-02-C,11/1/2025,0,0
R141012-08,11/1/2025,1,0
R141014-03,11/1/2025,0,0
R141014-02,11/1/2025,0,0
R141011-05,11/1/2025,0,0
R141013-04,11/1/2025,0,0
0118316-014-U-M-006,11/1/2025,0,0
00004556-002-CK-M-001-B3,11/1/2025,1,0
00004556-002-CK-M-001-B1,11/1/2025,1,0
00004556-002-CK-M-001-B2,11/1/2025,1,0
00004556-002-FL-W-005-B1,11/1/2025,1,0
0118316-014-U-M-007,11/1/2025,0,0
0118316-014-U-M-003,11/1/2025,0,0
00004556-002-KI-W-006-B1,11/1/2025,0,0
00004556-002-KI-W-006-B2,11/1/2025,0,0
00004556-002-KI-W-006-B3,11/1/2025,0,0
0118316-015-U-M-007,11/1/2025,0,0
00004556-002-KI-W-002-B1,11/1/2025,0,0
00004556-002-KI-W-002-B3,11/1/2025,0,0
00004556-002-KI-W-002-B2,11/1/2025,0,0
00004556-001-KI-M-001-B2,11/1/2025,1,0
00004556-001-KI-M-001-B1,11/1/2025,1,0
00004556-001-KI-M-001-B3,11/1/2025,1,0
00004556-002-KI-M-004-B2,11/1/2025,0,0
00004556-002-KI-M-004-B3,11/1/2025,0,0
00004556-002-KI-M-004-B1,11/1/2025,0,0
00004556-002-QU-M-005-B2,11/1/2025,1,0
00004556-002-QU-M-005-B3,11/1/2025,1,0
00004556-002-QU-M-005-B1,11/1/2025,1,0
00004556-001-CK-M-001-B1,11/1/2025,0,0
00004556-001-CK-M-001-B2,11/1/2025,0,0
00004556-001-CK-M-001-B3,11/1/2025,0,0
00004556-001-QU-M-004-B3,11/1/2025,0,0
00004556-001-QU-M-004-B1,11/1/2025,0,0
00004556-001-QU-M-004-B2,11/1/2025,0,0
00004556-002-FL-M-002-B1,11/1/2025,0,0
00004556-002-FL-M-002-B2,11/1/2025,0,0
00004556-002-FL-M-002-B3,11/1/2025,0,0
00004556-002-QU-M-004-B2,11/1/2025,0,0
00004556-002-QU-M-004-B3,11/1/2025,0,0
00004556-002-QU-M-004-B1,11/1/2025,0,0
00004556-002-QU-W-004-B2,11/1/2025,1,0
00004556-002-QU-W-004-B3,11/1/2025,1,0
00004556-002-QU-W-004-B1,11/1/2025,1,0
0118316-014-U-W-004,11/1/2025,0,0
00004556-002-KI-M-005-B1,11/1/2025,0,0
0118316-015-U-W-006,11/1/2025,0,0
00004556-002-FL-M-005-B1,11/1/2025,0,0
0118316-014-U-M-004,11/1/2025,0,0
00004556-002-FL-W-005-B2,11/1/2025,1,0
0118316-014-U-W-003,11/1/2025,0,0
0118316-014-U-W-006,11/1/2025,0,0
00004556-002-FL-W-001-B1,11/1/2025,0,0
00004556-002-FL-W-001-B2,11/1/2025,0,0
00004556-002-FL-W-001-B3,11/1/2025,0,0
00004556-002-FL-W-005-B3,11/1/2025,1,0
00004556-002-FL-M-006-B1,11/1/2025,0,0
00004556-002-FL-M-006-B2,11/1/2025,0,0
00004556-002-FL-M-006-B3,11/1/2025,0,0
00004556-002-QU-W-002-B3,11/1/2025,0,0
00004556-002-QU-W-002-B2,11/1/2025,0,0
00004556-002-QU-W-002-B1,11/1/2025,0,0
00004556-002-QU-M-007-B1,11/1/2025,0,0
00004556-002-QU-M-007-B2,11/1/2025,0,0
00004556-002-QU-M-007-B3,11/1/2025,0,0
00004556-002-CK-M-006-B3,11/1/2025,0,0
00004556-002-CK-M-006-B1,11/1/2025,0,0
00004556-002-CK-M-006-B2,11/1/2025,0,0
0118316-015-U-W-007,11/1/2025,0,0
0118316-014-U-W-007,11/1/2025,0,0
00004556-002-QU-W-006-B2,11/1/2025,0,0
00004556-002-QU-W-006-B1,11/1/2025,0,0
00004556-002-QU-W-006-B3,11/1/2025,0,0
00004556-002-CK-M-007-B2,11/1/2025,0,0
00004556-002-CK-M-007-B1,11/1/2025,0,0
00004556-002-CK-M-007-B3,11/1/2025,0,0
0118316-014-U-W-005,11/1/2025,0,0
00004556-002-FL-M-005-B3,11/1/2025,0,0
00004556-002-KI-M-005-B2,11/1/2025,0,0
0118316-014-U-M-005,11/1/2025,0,0
00004556-002-QU-M-002-B1,11/1/2025,0,0
00004556-002-QU-M-002-B3,11/1/2025,0,0
00004556-002-QU-M-002-B2,11/1/2025,0,0
00004556-002-KI-M-005-B3,11/1/2025,0,0
00004556-002-FL-M-005-B2,11/1/2025,0,0
00004556-001-QU-M-001-B2,11/1/2025,0,0
00004556-001-QU-M-001-B3,11/1/2025,0,0
00004556-001-QU-M-001-B1,11/1/2025,0,0
00004556-002-QU-W-007-B3,11/1/2025,0,0
00004556-002-QU-W-007-B2,11/1/2025,0,0
00004556-002-QU-W-007-B1,11/1/2025,0,0
00004556-001-KI-M-004-B2,11/1/2025,0,0
00004556-001-KI-M-004-B3,11/1/2025,0,0
00004556-001-KI-M-004-B1,11/1/2025,0,0
00004556-002-FL-M-001-B1,11/1/2025,0,0
00004556-002-FL-M-001-B3,11/1/2025,0,0
00004556-002-FL-M-001-B2,11/1/2025,0,0
00004556-002-KI-M-003-B3,11/1/2025,0,0
00004556-002-KI-M-003-B1,11/1/2025,0,0
00004556-002-KI-M-003-B2,11/1/2025,0,0
00004556-002-TW-M-004-B1,11/1/2025,0,0
00004556-002-TW-M-004-B2,11/1/2025,0,0
00004556-002-TW-M-004-B3,11/1/2025,0,0
00004556-001-KI-W-006-B1,11/1/2025,0,0
00004556-001-KI-W-006-B3,11/1/2025,0,0
00004556-001-KI-W-006-B2,11/1/2025,0,0
00004556-002-CK-W-002-B2,11/1/2025,0,0
00004556-002-CK-W-002-B3,11/1/2025,0,0
00004556-002-CK-W-002-B1,11/1/2025,0,0
00004556-002-TW-M-006-B2,11/1/2025,0,0
00004556-002-TW-M-006-B1,11/1/2025,0,0
00004556-002-TW-M-006-B3,11/1/2025,0,0
00004556-002-FL-W-004-B1,11/1/2025,0,0
00004556-002-FL-W-004-B2,11/1/2025,0,0
00004556-002-FL-W-004-B3,11/1/2025,0,0
00004556-001-TW-W-006-B2,11/1/2025,0,0
00004556-001-TW-W-006-B3,11/1/2025,0,0
00004556-002-FL-W-006-B1,11/1/2025,0,0
00004556-002-FL-W-006-B2,11/1/2025,0,0
00004556-002-FL-W-006-B3,11/1/2025,0,0
00004556-001-TW-W-006-B1,11/1/2025,0,0
00004556-002-TW-W-004-B2,11/1/2025,0,0
00004556-002-TW-W-004-B3,11/1/2025,0,0
00004556-002-TW-W-004-B1,11/1/2025,0,0
00004556-002-TW-W-006-B3,11/1/2025,0,0
00004556-002-TW-W-006-B2,11/1/2025,0,0
00004556-001-FL-M-007-B3,11/1/2025,0,0
00004556-001-FL-M-007-B1,11/1/2025,0,0
00004556-001-FL-M-007-B2,11/1/2025,0,0
00004556-002-TW-W-006-B1,11/1/2025,0,0
00004556-001-KI-W-003-B3,11/1/2025,0,0
00004556-001-KI-W-003-B1,11/1/2025,0,0
00004556-001-KI-W-003-B2,11/1/2025,0,0
00004556-002-TW-M-001-B3,11/1/2025,0,0
00004556-002-TW-M-001-B2,11/1/2025,0,0
00004556-002-TW-M-001-B1,11/1/2025,0,0
00004556-001-QU-M-003-B3,11/1/2025,0,0
00004556-001-QU-M-003-B1,11/1/2025,0,0
00004556-001-KI-W-002-B2,11/1/2025,0,0
00004556-001-KI-W-007-B1,11/1/2025,0,0
00004556-001-KI-W-002-B1,11/1/2025,0,0
00004556-001-KI-W-007-B3,11/1/2025,0,0
00004556-001-KI-W-007-B2,11/1/2025,0,0
00004556-001-KI-W-002-B3,11/1/2025,0,0
00004556-001-CK-W-004-B1,11/1/2025,0,0
00004556-001-CK-W-004-B2,11/1/2025,0,0
00004556-001-CK-W-004-B3,11/1/2025,0,0
00004556-002-CK-W-007-B3,11/1/2025,0,0
00004556-002-CK-W-007-B2,11/1/2025,0,0
00004556-002-CK-W-007-B1,11/1/2025,0,0
00004556-002-CK-W-004-B3,11/1/2025,0,0
00004556-002-CK-W-004-B2,11/1/2025,0,0
00004556-002-CK-W-004-B1,11/1/2025,0,0
00004556-002-CK-W-006-B2,11/1/2025,0,0
00004556-002-CK-W-006-B1,11/1/2025,0,0
00004556-002-CK-W-006-B3,11/1/2025,0,0
00004556-001-QU-W-004-B2,11/1/2025,0,0
00004556-001-QU-W-004-B3,11/1/2025,0,0
00004556-001-QU-W-004-B1,11/1/2025,0,0
00004556-001-CK-M-007-B3,11/1/2025,0,0
00004556-001-QU-W-006-B2,11/1/2025,0,0
00004556-001-CK-M-007-B1,11/1/2025,0,0
00004556-002-FL-W-002-B2,11/1/2025,0,0
00004556-002-FL-W-002-B1,11/1/2025,0,0
00004556-001-QU-W-006-B3,11/1/2025,0,0
00004556-001-QU-W-006-B1,11/1/2025,0,0
00004556-001-CK-M-007-B2,11/1/2025,0,0
00004556-002-FL-W-002-B3,11/1/2025,0,0
00004556-001-KI-M-007-B2,11/1/2025,0,0
00004556-001-KI-M-007-B3,11/1/2025,0,0
00004556-001-KI-M-007-B1,11/1/2025,0,0
00004556-001-CK-M-006-B3,11/1/2025,0,0
00004556-001-KI-M-006-B1,11/1/2025,0,0
00004556-002-CK-M-002-B1,11/1/2025,0,0
00004556-002-CK-M-002-B2,11/1/2025,0,0
00004556-001-KI-M-006-B3,11/1/2025,0,0
00004556-002-CK-M-002-B3,11/1/2025,0,0
00004556-001-CK-M-006-B2,11/1/2025,0,0
00004556-001-CK-M-006-B1,11/1/2025,0,0
00004556-001-KI-M-006-B2,11/1/2025,0,0
00004556-002-TW-M-007-B3,11/1/2025,0,0
00004556-002-TW-M-007-B2,11/1/2025,0,0
00004556-002-TW-M-007-B1,11/1/2025,0,0
00004556-001-QU-M-003-B2,11/1/2025,0,0
00004556-001-CK-W-003-B3,11/1/2025,0,0
00004556-001-CK-W-003-B2,11/1/2025,0,0
00004556-001-CK-W-003-B1,11/1/2025,0,0
00004556-002-CK-W-003-B3,11/1/2025,0,0
00004556-002-KI-W-003-B3,11/1/2025,0,0
00004556-002-CK-W-003-B2,11/1/2025,0,0
00004556-002-KI-W-003-B1,11/1/2025,0,0
00004556-002-KI-W-003-B2,11/1/2025,0,0
00004556-002-CK-W-003-B1,11/1/2025,0,0
00004556-001-QU-W-003-B2,11/1/2025,0,0
00004556-001-QU-W-003-B1,11/1/2025,0,0
00004556-001-FL-W-003-B2,11/1/2025,0,0
00004556-001-FL-W-003-B3,11/1/2025,0,0
00004556-001-QU-W-003-B3,11/1/2025,0,0
00004556-001-FL-W-003-B1,11/1/2025,0,0
00004556-001-CK-M-003-B3,11/1/2025,0,0
00004556-002-QU-W-003-B3,11/1/2025,0,0
00004556-002-QU-W-003-B1,11/1/2025,0,0
00004556-001-CK-M-003-B1,11/1/2025,0,0
00004556-001-KI-M-003-B1,11/1/2025,0,0
00004556-002-QU-W-003-B2,11/1/2025,0,0
00004556-002-FL-W-003-B3,11/1/2025,0,0
00004556-001-KI-M-003-B2,11/1/2025,0,0
00004556-001-TW-W-003-B3,11/1/2025,0,0
00004556-001-CK-M-003-B2,11/1/2025,0,0
00004556-001-TW-W-003-B1,11/1/2025,0,0
00004556-002-FL-W-003-B2,11/1/2025,0,0
00004556-002-FL-W-003-B1,11/1/2025,0,0
00004556-001-TW-W-003-B2,11/1/2025,0,0
00004556-001-KI-M-003-B3,11/1/2025,0,0
00004556-002-CK-M-003-B1,11/1/2025,0,0
00004556-002-TW-W-003-B3,11/1/2025,0,0
00004556-002-TW-W-003-B2,11/1/2025,0,0
00004556-002-TW-W-003-B1,11/1/2025,0,0
00004556-002-CK-M-003-B3,11/1/2025,0,0
00004556-002-CK-M-003-B2,11/1/2025,0,0
00004556-001-FL-M-003-B3,11/1/2025,0,0
00004556-001-FL-M-003-B2,11/1/2025,0,0
00004556-001-FL-M-003-B1,11/1/2025,0,0
00004556-001-TW-M-003-B1,11/1/2025,0,0
00004556-001-CK-W-002-B3,11/1/2025,0,0
00004556-002-QU-M-003-B1,11/1/2025,0,0
00004556-002-FL-M-003-B3,11/1/2025,0,0
00004556-001-CK-W-002-B1,11/1/2025,0,0
00004556-002-QU-M-003-B3,11/1/2025,0,0
00004556-002-QU-M-003-B2,11/1/2025,0,0
00004556-001-CK-W-007-B2,11/1/2025,0,0
00004556-001-CK-W-002-B2,11/1/2025,0,0
00004556-002-FL-M-003-B2,11/1/2025,0,0
00004556-001-CK-W-007-B3,11/1/2025,0,0
00004556-001-TW-M-003-B3,11/1/2025,0,0
00004556-001-CK-W-007-B1,11/1/2025,0,0
00004556-002-FL-M-003-B1,11/1/2025,0,0
00004556-001-TW-M-003-B2,11/1/2025,0,0
0118316-015-U-W-005,11/1/2025,0,0
00004556-001-CK-W-006-B2,11/1/2025,0,0
00004556-001-CK-W-006-B1,11/1/2025,0,0
00004556-002-TW-M-003-B3,11/1/2025,0,0
00004556-002-TW-M-003-B1,11/1/2025,0,0
00004556-001-CK-W-006-B3,11/1/2025,0,0
00004556-002-TW-M-003-B2,11/1/2025,0,0
0118316-015-U-M-004,11/1/2025,0,0
00004556-001-QU-W-007-B3,11/1/2025,0,0
00004556-001-CK-W-001-B1,11/1/2025,0,0
00004556-001-FL-W-002-B2,11/1/2025,0,0
00004556-001-QU-W-002-B3,11/1/2025,0,0
00004556-001-QU-W-002-B1,11/1/2025,0,0
00004556-001-FL-W-007-B1,11/1/2025,0,0
00004556-001-QU-W-007-B2,11/1/2025,0,0
00004556-001-FL-W-002-B3,11/1/2025,0,0
00004556-001-CK-W-001-B3,11/1/2025,0,0
00004556-001-FL-W-007-B2,11/1/2025,0,0
00004556-001-FL-W-007-B3,11/1/2025,0,0
00004556-001-QU-W-002-B2,11/1/2025,0,0
00004556-001-CK-W-001-B2,11/1/2025,0,0
00004556-001-FL-W-002-B1,11/1/2025,0,0
00004556-001-QU-W-007-B1,11/1/2025,0,0
00004556-001-FL-W-004-B3,11/1/2025,0,0
00004556-001-FL-W-004-B1,11/1/2025,0,0
00004556-001-FL-W-004-B2,11/1/2025,0,0
00004556-001-FL-W-006-B1,11/1/2025,0,0
00004556-001-KI-M-002-B2,11/1/2025,0,0
00004556-001-FL-W-006-B2,11/1/2025,0,0
00004556-001-CK-M-002-B1,11/1/2025,0,0
00004556-001-KI-M-002-B3,11/1/2025,0,0
00004556-001-TW-W-002-B1,11/1/2025,0,0
00004556-001-TW-W-007-B3,11/1/2025,0,0
00004556-001-CK-M-002-B3,11/1/2025,0,0
00004556-002-FL-W-007-B3,11/1/2025,0,0
00004556-001-CK-M-002-B2,11/1/2025,0,0
00004556-001-TW-W-002-B3,11/1/2025,0,0
00004556-002-FL-W-007-B2,11/1/2025,0,0
00004556-001-TW-W-002-B2,11/1/2025,0,0
00004556-002-FL-W-007-B1,11/1/2025,0,0
00004556-001-FL-W-006-B3,11/1/2025,0,0
00004556-001-KI-M-002-B1,11/1/2025,0,0
00004556-001-TW-W-007-B1,11/1/2025,0,0
00004556-001-TW-W-007-B2,11/1/2025,0,0
0118316-015-U-M-005,11/1/2025,0,0
0118316-015-U-M-006,11/1/2025,0,0
00004556-001-CK-M-004-B1,11/1/2025,0,0
00004556-001-TW-W-004-B3,11/1/2025,0,0
00004556-001-TW-W-004-B1,11/1/2025,0,0
00004556-001-CK-M-004-B3,11/1/2025,0,0
00004556-001-TW-W-004-B2,11/1/2025,0,0
00004556-001-CK-M-004-B2,11/1/2025,0,0
00004556-002-TW-W-002-B2,11/1/2025,0,0
00004556-001-FL-W-001-B2,11/1/2025,0,0
00004556-002-TW-W-002-B1,11/1/2025,0,0
00004556-002-TW-W-007-B1,11/1/2025,0,0
00004556-001-FL-W-001-B1,11/1/2025,0,0
00004556-001-QU-W-001-B2,11/1/2025,0,0
00004556-002-TW-W-002-B3,11/1/2025,0,0
00004556-001-QU-W-001-B3,11/1/2025,0,0
00004556-001-FL-W-001-B3,11/1/2025,0,0
00004556-002-TW-W-007-B3,11/1/2025,0,0
00004556-002-TW-W-007-B2,11/1/2025,0,0
00004556-001-QU-W-001-B1,11/1/2025,0,0
00004556-002-CK-M-004-B2,11/1/2025,0,0
00004556-002-CK-M-004-B1,11/1/2025,0,0
00004556-002-CK-M-004-B3,11/1/2025,0,0
00004556-001-QU-M-007-B3,11/1/2025,0,0
00004556-001-QU-M-002-B1,11/1/2025,0,0
00004556-001-QU-M-007-B2,11/1/2025,0,0
00004556-001-QU-M-002-B3,11/1/2025,0,0
00004556-001-TW-W-001-B2,11/1/2025,0,0
00004556-001-FL-M-002-B1,11/1/2025,0,0
00004556-001-QU-M-002-B2,11/1/2025,0,0
00004556-001-TW-W-001-B1,11/1/2025,0,0
00004556-001-QU-M-007-B1,11/1/2025,0,0
00004556-001-FL-M-002-B2,11/1/2025,0,0
00004556-001-FL-M-002-B3,11/1/2025,0,0
00004556-001-TW-W-001-B3,11/1/2025,0,0
00004556-001-FL-M-004-B3,11/1/2025,0,0
00004556-001-FL-M-004-B1,11/1/2025,0,0
00004556-001-FL-M-004-B2,11/1/2025,0,0
00004556-001-TW-M-002-B1,11/1/2025,0,0
00004556-001-QU-M-006-B1,11/1/2025,0,0
00004556-001-TW-M-002-B3,11/1/2025,0,0
00004556-001-TW-M-007-B2,11/1/2025,0,0
00004556-002-FL-M-007-B2,11/1/2025,0,0
00004556-001-TW-M-007-B1,11/1/2025,0,0
00004556-001-FL-M-006-B3,11/1/2025,0,0
00004556-002-TW-W-001-B3,11/1/2025,0,0
00004556-002-FL-M-007-B3,11/1/2025,0,0
00004556-001-FL-M-006-B1,11/1/2025,0,0
00004556-002-TW-W-001-B1,11/1/2025,0,0
00004556-001-TW-M-007-B3,11/1/2025,0,0
00004556-001-TW-M-002-B2,11/1/2025,0,0
00004556-002-FL-M-007-B1,11/1/2025,0,0
00004556-001-QU-M-006-B3,11/1/2025,0,0
00004556-001-QU-M-006-B2,11/1/2025,0,0
00004556-001-FL-M-006-B2,11/1/2025,0,0
00004556-002-TW-W-001-B2,11/1/2025,0,0
00004556-001-TW-M-004-B1,11/1/2025,0,0
00004556-001-TW-M-004-B3,11/1/2025,0,0
00004556-002-FL-M-004-B2,11/1/2025,0,0
00004556-002-FL-M-004-B3,11/1/2025,0,0
00004556-001-TW-M-004-B2,11/1/2025,0,0
00004556-002-FL-M-004-B1,11/1/2025,0,0
00004556-002-TW-M-002-B2,11/1/2025,0,0
00004556-001-FL-M-001-B1,11/1/2025,0,0
00004556-002-TW-M-002-B1,11/1/2025,0,0
00004556-002-TW-M-002-B3,11/1/2025,0,0
00004556-001-FL-M-001-B2,11/1/2025,0,0
00004556-001-FL-M-001-B3,11/1/2025,0,0
00004556-001-TW-M-006-B3,11/1/2025,0,0
00004556-001-TW-M-006-B2,11/1/2025,0,0
00004556-001-TW-M-006-B1,11/1/2025,0,0
00004556-001-TW-M-001-B2,11/1/2025,0,0
00004556-001-TW-M-001-B1,11/1/2025,0,0
00004556-001-TW-M-001-B3,11/1/2025,0,0
00004556-001-CK-M-005-B3,11/1/2025,0,0
00004556-002-QU-W-005-B2,11/1/2025,0,0
00004556-001-KI-M-005-B2,11/1/2025,0,0
00004556-001-KI-W-005-B2,11/1/2025,0,0
00004556-001-CK-M-005-B2,11/1/2025,0,0
00004556-001-TW-W-005-B1,11/1/2025,0,0
00004556-001-QU-M-005-B1,11/1/2025,0,0
00004556-001-TW-W-005-B3,11/1/2025,0,0
00004556-002-TW-W-005-B1,11/1/2025,0,0
00004556-001-TW-M-005-B2,11/1/2025,0,0
00004556-001-QU-M-005-B3,11/1/2025,0,0
00004556-001-CK-W-005-B1,11/1/2025,0,0
00004556-001-QU-W-005-B1,11/1/2025,0,0
00004556-002-CK-W-005-B1,11/1/2025,0,0
00004556-001-KI-W-005-B3,11/1/2025,0,0
00004556-001-TW-W-005-B2,11/1/2025,0,0
00004556-001-FL-W-005-B3,11/1/2025,0,0
00004556-001-TW-M-005-B1,11/1/2025,0,0
00004556-001-FL-M-005-B1,11/1/2025,0,0
00004556-001-FL-W-005-B1,11/1/2025,0,0
00004556-002-CK-W-005-B3,11/1/2025,0,0
00004556-002-TW-M-005-B1,11/1/2025,0,0
00004556-001-KI-M-005-B3,11/1/2025,0,0
00004556-001-CK-W-005-B2,11/1/2025,0,0
00004556-002-TW-M-005-B2,11/1/2025,0,0
00004556-001-QU-W-005-B3,11/1/2025,0,0
00004556-002-QU-W-005-B1,11/1/2025,0,0
00004556-002-QU-W-005-B3,11/1/2025,0,0
00004556-001-TW-M-005-B3,11/1/2025,0,0
00004556-001-KI-M-005-B1,11/1/2025,0,0
00004556-001-FL-M-005-B2,11/1/2025,0,0
00004556-002-TW-W-005-B3,11/1/2025,0,0
00004556-001-FL-W-005-B2,11/1/2025,0,0
00004556-002-TW-W-005-B2,11/1/2025,0,0
00004556-001-FL-M-005-B3,11/1/2025,0,0
00004556-001-QU-W-005-B2,11/1/2025,0,0
00004556-002-CK-W-005-B2,11/1/2025,0,0
00004556-001-KI-W-005-B1,11/1/2025,0,0
00004556-002-TW-M-005-B3,11/1/2025,0,0
00004556-001-CK-W-005-B3,11/1/2025,0,0
00004556-001-CK-M-005-B1,11/1/2025,0,0
00004556-001-QU-M-005-B2,11/1/2025,0,0
P61001-01-C,11/1/2025,0,0
R158002-04,11/1/2025,5,0
R158002-02,11/1/2025,1,0
T58042-01,11/1/2025,0,0
T58043-01,11/1/2025,0,0
D83001-01,11/1/2025,0,0
D83001-02,11/1/2025,0,0
D115001-01,11/1/2025,0,0
D115003-01,11/1/2025,0,0
D115002-01,11/1/2025,0,0
D115004-01,11/1/2025,0,0
D129002-01-S,11/1/2025,1,0
D123001-01,11/1/2025,0,0
R88021-01,11/1/2025,0,0
R88021-02,11/1/2025,1,0
P84026-01-C,11/1/2025,0,0
P84025-01-C,11/1/2025,0,0
D73014-02,11/1/2025,6,0
D73014-01,11/1/2025,0,0
D121017-07,11/1/2025,0,0
D121020-05,11/1/2025,0,0
D121019-04,11/1/2025,0,0
D121018-02,11/1/2025,0,0
D121019-02,11/1/2025,0,0
D121018-04,11/1/2025,0,0
D121016-05,11/1/2025,0,0
D121020-07,11/1/2025,0,0
D121020-06,11/1/2025,0,0
D121016-06,11/1/2025,0,0
D121017-05,11/1/2025,0,0
D121016-07,11/1/2025,0,0
D121017-06,11/1/2025,0,0
P56032-02-C,11/1/2025,0,0
T58055-01,11/1/2025,0,0
T58054-01,11/1/2025,28,0
D62013-02,11/1/2025,0,0
D62003-01,11/1/2025,0,0
D62013-01,11/1/2025,0,0
D62001-02,11/1/2025,2,0
D62003-02,11/1/2025,0,0
R114002-01,11/1/2025,0,0
R114001-01,11/1/2025,0,0
R114002-02,11/1/2025,0,0
R114003-01,11/1/2025,0,0
R114003-02,11/1/2025,0,0
R114003-03,11/1/2025,0,0
R114002-03,11/1/2025,0,0
R114001-03,11/1/2025,0,0
B100002-01,11/1/2025,0,0
B100001-01,11/1/2025,35,0
B100002-02,11/1/2025,0,0
B66007-03,11/1/2025,0,0
B66007-02,11/1/2025,0,0
B66007-01,11/1/2025,0,0
R54028-02,11/1/2025,0,0
R54027-02,11/1/2025,4,0
R88031-03,11/1/2025,1,0
R88031-04,11/1/2025,1,0
R88031-02,11/1/2025,1,0
R88031-01,11/1/2025,0,0
D081001-01,11/1/2025,0,0
R61011-01,11/1/2025,1,0
R61011-04,11/1/2025,1,0
R61011-03,11/1/2025,1,0
D115011-01,11/1/2025,0,0
B112002-02,11/1/2025,0,0
B112002-01,11/1/2025,0,0
R61015-02,11/1/2025,1,0
R61012-04,11/1/2025,0,0
R61012-02,11/1/2025,1,0
R61012-03,11/1/2025,2,0
R93046-01,11/1/2025,0,0
R93046-08,11/1/2025,0,0
R93046-04,11/1/2025,1,0
R93044-06,11/1/2025,0,0
R93044-08,11/1/2025,0,0
R93045-06,11/1/2025,0,0
R93044-07,11/1/2025,0,0
R93045-08,11/1/2025,0,0
R88024-01,11/1/2025,0,0
R120002-03,11/1/2025,0,0
R120002-02,11/1/2025,0,0
R120002-01,11/1/2025,0,0
R93042-08,11/1/2025,0,0
R93042-06,11/1/2025,1,0
T12001-03,11/1/2025,14,0
R88036-04,11/1/2025,1,0
R88020-04,11/1/2025,1,0
P141002-02-C,11/1/2025,0,0
P141004-02-C,11/1/2025,0,0
P141003-02-C,11/1/2025,0,0
P141004-01-C,11/1/2025,0,0
P141003-01-C,11/1/2025,0,0
P141002-01-C,11/1/2025,0,0
D84009-02-Q6,11/1/2025,0,0
D84009-01-Q6,11/1/2025,0,0
T58053-01,11/1/2025,9,0
D84007-01,11/1/2025,0,0
D84002-01-Q6,11/1/2025,0,0
B15202-08,11/1/2025,12,0
B15203-08,11/1/2025,7,0
B15214-06,11/1/2025,1,0
B15201-08,11/1/2025,1,0
B15203-06,11/1/2025,3,0
B15213-01,11/1/2025,6,0
B15213-02,11/1/2025,5,0
B15214-04,11/1/2025,1,0
B15201-03,11/1/2025,1,0
B15201-01,11/1/2025,1,0
B15201-07,11/1/2025,1,0
B15201-06,11/1/2025,0,0
B15201-02,11/1/2025,0,0
B15214-08,11/1/2025,0,0
B15214-03,11/1/2025,0,0
B15214-05,11/1/2025,1,0
B15203-04,11/1/2025,3,0
B15201-05,11/1/2025,2,0
B15205-07,11/1/2025,5,0
